Session_Duration (hours),Calories_Burned,Water_Intake (liters),Experience_Level
1.88,1468.66,2.69,3.02
1.38,1211.09,2.98,1.0
1.14,1128.6,2.09,1.0
1.23,1328.4,2.8,2.0
1.45,1435.5,2.28,1.0
1.38,993.6,3.4,2.0
1.88,1956.7,2.7,3.01
1.57,2243.37,2.72,2.99
1.17,1416.99,3.31,1.01
1.76,1373.86,3.5,3.01
1.31,1255.5,3.58,1.98
1.13,1367.3,3.6,1.0
1.0,989.1,3.49,1.0
1.0,1320.0,2.81,2.0
1.18,1131.86,2.0,1.99
1.45,1390.84,1.61,1.99
1.26,1519.06,2.6,1.0
1.02,733.79,3.4,1.99
1.04,1000.06,2.39,2.02
1.75,1366.05,3.48,3.01
1.98,2313.04,2.68,2.98
1.39,1684.96,3.0,1.02
0.71,703.54,2.1,1.01
1.94,2772.07,3.51,2.99
0.52,456.35,2.3,1.0
1.5,1080.0,1.58,2.0
1.43,1371.66,3.49,1.99
1.3,1573.0,2.21,1.0
1.1,1186.02,2.79,1.98
1.88,2692.54,2.7,3.02
1.52,1775.66,2.69,2.98
1.87,1459.72,3.49,3.01
0.71,859.1,2.7,1.0
1.13,1219.38,2.0,1.99
0.59,390.11,2.6,1.02
1.08,1306.8,2.7,1.0
1.15,1514.21,3.1,1.97
1.88,2686.33,2.69,2.99
0.93,612.13,1.73,1.0
0.71,627.07,3.62,1.04
1.01,665.99,1.68,1.0
1.27,1677.8,2.3,2.01
0.79,522.35,3.21,1.02
0.66,436.39,2.31,1.02
1.22,1173.15,2.2,2.02
1.55,2218.2,3.49,3.01
1.9,2714.91,3.5,2.99
1.32,1160.54,2.19,1.0
1.04,1123.2,2.19,2.0
1.38,995.26,2.5,2.02
1.82,2132.68,2.68,3.02
1.19,1142.4,2.4,2.0
1.07,942.46,1.89,1.01
1.76,2516.8,3.48,3.0
1.37,905.84,2.19,1.02
1.84,1912.13,3.51,2.99
0.76,500.23,1.61,1.0
1.4,1849.54,3.51,2.01
1.07,770.4,1.7,2.0
1.03,1019.7,1.6,1.0
1.42,937.2,3.02,1.0
0.52,457.18,2.4,1.0
1.06,1144.8,2.41,2.0
1.33,1755.6,2.33,2.0
1.21,1597.2,1.9,2.0
1.27,838.2,2.41,1.0
0.75,660.6,1.81,1.01
1.36,1305.6,3.59,2.0
1.38,911.63,1.99,1.01
1.0,961.6,2.21,2.02
1.28,1268.35,3.1,1.01
1.39,1502.45,1.53,2.01
1.04,749.42,2.29,2.01
1.08,1035.94,2.3,1.99
1.37,1314.1,3.49,1.99
0.82,990.4,2.1,1.0
1.82,1892.8,3.49,3.0
1.3,1400.49,3.09,1.97
1.17,1159.35,3.7,1.01
1.79,1863.03,3.5,3.01
0.78,774.31,3.5,1.03
0.67,440.99,2.21,1.0
1.98,2060.78,3.5,3.01
0.76,917.93,3.6,1.0
1.42,1019.84,2.61,1.97
1.35,1454.36,2.19,1.97
1.36,1345.18,2.1,1.0
0.76,752.4,3.11,1.0
1.41,1525.34,3.71,2.02
1.1,726.0,3.09,1.0
1.81,2586.31,2.69,2.99
1.37,1478.37,2.11,1.99
1.11,1466.42,2.3,2.01
1.49,1609.2,1.59,2.0
1.07,1028.06,2.69,2.01
0.85,842.26,2.31,1.01
0.94,1139.47,3.29,1.02
1.01,1088.98,2.78,1.98
1.4,1510.74,2.8,1.99
1.83,1429.6,2.68,3.02
1.04,1122.26,2.59,1.99
1.16,1250.71,2.4,1.98
1.34,1326.6,2.08,1.0
1.05,1132.11,1.79,1.98
1.9,1485.42,3.48,3.03
1.53,1593.65,2.7,3.02
1.79,1858.74,2.69,2.98
1.02,1101.6,2.89,2.0
1.46,1441.46,1.8,1.0
1.7,2431.0,3.5,3.0
0.81,534.11,1.59,1.0
1.1,790.68,2.09,1.98
1.85,1441.89,2.68,2.99
1.09,783.49,1.73,1.98
1.1,1332.21,2.2,1.01
1.17,1031.47,2.4,1.02
0.7,617.12,1.89,1.02
1.23,1216.59,2.39,1.0
1.43,942.08,3.61,1.0
1.32,1425.6,2.1,2.0
1.39,1681.9,3.21,1.0
1.43,1414.41,2.91,1.0
1.91,2733.4,3.49,3.01
1.46,1925.59,2.22,1.99
1.49,1431.59,2.32,2.01
0.86,1038.71,1.5,1.0
1.46,1578.11,2.7,2.01
1.2,864.0,2.42,2.0
1.47,1587.6,2.41,2.0
1.29,849.85,3.09,1.0
1.79,1396.2,2.71,3.0
1.13,812.92,2.52,1.99
0.91,899.26,3.01,1.0
1.47,1055.75,2.9,1.97
1.98,1545.59,2.7,3.01
0.85,749.36,1.92,1.02
1.45,1432.89,2.19,1.0
1.53,1589.98,3.5,2.99
1.13,1119.72,2.51,1.01
0.83,546.8,2.3,1.0
1.09,1178.18,2.79,2.01
1.38,1367.44,2.98,1.01
0.92,909.97,2.59,1.0
1.17,1544.4,2.72,2.0
1.14,1230.17,2.6,1.99
1.54,1201.2,3.48,3.0
1.03,1109.62,2.41,1.97
1.24,1189.41,2.69,1.99
1.65,2352.24,3.5,2.96
1.58,1845.76,2.71,2.98
1.14,753.08,2.6,1.01
1.66,1295.8,2.72,3.01
1.41,1521.53,2.31,1.99
1.28,1225.73,3.3,1.97
1.31,1257.6,1.79,2.0
1.03,1248.57,2.09,1.02
1.17,842.4,2.08,2.0
1.97,2304.9,2.69,3.0
1.77,2069.31,3.49,2.99
1.45,1393.16,1.62,2.01
1.19,1142.4,1.78,2.0
0.64,564.22,2.51,1.02
0.96,846.34,3.21,1.02
1.13,996.21,1.7,1.02
1.48,1599.73,2.69,2.01
1.63,1695.2,2.7,3.0
1.66,1945.19,3.51,3.02
1.47,1940.4,2.88,2.0
1.82,1895.71,3.52,3.02
1.32,1267.2,2.5,2.0
1.34,967.21,2.97,2.03
1.27,1372.74,2.6,2.01
0.52,457.6,3.19,1.0
1.5,1080.9,2.2,2.01
1.4,1009.68,2.0,2.02
1.91,1486.36,3.49,2.97
1.32,1305.61,3.02,1.0
1.23,886.34,2.7,2.01
1.61,2300.53,2.69,2.99
1.31,1152.8,2.3,1.0
1.19,856.09,2.88,1.99
1.25,1235.25,2.49,1.0
1.46,1932.02,2.2,2.03
1.3,936.0,3.19,2.0
0.77,508.2,3.59,1.0
1.06,698.96,1.48,1.0
1.77,1837.97,2.7,2.98
1.31,1296.9,3.4,1.0
1.38,1325.9,2.29,2.01
0.85,746.64,1.67,1.0
1.07,1152.71,2.29,1.97
1.19,1439.9,3.2,1.0
0.75,907.5,3.5,1.0
1.13,1084.8,3.72,2.0
1.1,1452.0,2.8,2.0
0.77,762.99,3.4,1.01
1.19,1284.13,2.79,1.99
1.94,1514.36,2.73,3.01
0.75,659.4,3.6,1.0
1.41,1014.35,2.8,1.99
1.42,1877.52,2.2,2.02
0.96,1160.54,3.18,1.0
1.19,1285.2,2.1,2.0
1.02,1347.52,3.41,2.01
1.09,958.33,2.01,1.0
1.48,1467.86,1.99,1.02
1.69,1319.21,3.5,3.01
1.23,812.54,2.12,1.01
1.18,851.02,2.1,2.02
1.96,1527.62,3.5,2.99
1.7,1768.0,2.7,3.0
1.13,1082.99,3.09,1.98
1.85,1444.11,2.7,3.01
1.08,1036.8,2.09,2.0
0.74,894.59,1.89,1.0
1.98,2059.2,2.72,3.0
1.19,857.51,3.08,2.01
1.86,1451.92,2.69,3.01
1.02,978.38,2.31,1.99
1.49,985.19,2.78,1.02
1.24,1635.44,1.99,1.99
1.13,1221.42,2.22,2.01
1.36,1345.18,2.92,1.0
1.21,1063.83,1.99,1.0
1.37,1811.41,2.4,2.02
1.05,1004.64,1.79,1.96
1.4,1697.08,2.69,1.02
1.1,1328.58,2.01,1.0
1.17,1123.2,3.19,2.0
1.27,1218.18,2.19,1.99
1.38,1491.64,3.71,2.01
1.24,816.91,1.61,1.0
0.7,462.42,3.09,1.01
1.41,928.91,2.0,1.0
1.87,2187.9,3.49,3.0
1.22,1073.6,2.19,1.0
1.07,1027.2,2.1,2.0
1.25,898.5,1.91,1.98
1.83,1907.59,3.51,3.03
1.55,1814.9,2.7,3.01
1.51,1571.61,3.52,3.01
1.35,1453.14,2.23,1.96
1.02,1009.8,2.18,1.0
1.22,879.13,2.28,2.01
1.24,1189.41,3.21,1.99
1.39,1499.95,2.02,1.99
0.68,597.86,3.2,1.0
1.17,1122.26,1.99,1.99
1.86,2663.89,3.51,3.02
0.92,808.86,2.69,1.0
1.36,1795.2,1.59,2.0
1.38,1489.16,2.82,1.99
1.45,1393.16,1.61,2.01
0.85,748.0,1.9,1.0
1.4,1386.0,2.69,1.0
1.32,1266.14,3.17,1.99
0.75,907.5,3.5,1.0
0.94,618.14,2.6,1.0
1.56,1215.86,3.5,2.99
1.46,1448.03,1.81,1.02
0.58,574.2,2.12,1.0
1.41,1862.75,2.79,2.01
1.65,1936.44,3.52,3.04
1.35,891.81,2.2,1.01
0.73,641.82,2.69,1.0
1.48,1420.8,3.41,2.0
1.17,1158.3,2.52,1.0
1.59,1653.6,3.5,3.0
1.03,1358.47,2.01,1.99
1.35,1296.0,3.3,2.0
1.14,1230.17,2.21,1.99
1.69,1316.17,3.5,2.98
1.97,1537.78,2.71,3.01
1.41,1522.8,3.38,2.0
1.41,1856.55,2.52,1.97
1.29,1393.2,2.11,2.0
1.27,1257.3,3.48,1.0
1.39,1501.2,2.12,2.0
1.34,1449.61,2.32,2.02
1.77,1379.54,3.49,2.99
1.09,784.8,3.52,2.0
0.55,484.88,1.99,1.02
1.37,1357.53,2.79,1.01
1.36,895.97,2.19,1.0
1.02,732.56,2.22,1.97
1.84,2631.2,2.69,3.0
1.74,2492.03,3.51,3.02
1.2,1450.68,2.21,1.0
1.38,1322.59,2.3,1.98
0.86,756.8,1.5,1.0
0.89,881.1,2.59,1.0
0.96,634.18,1.6,1.01
1.03,1359.6,2.5,2.0
1.0,661.8,3.52,1.03
1.2,1151.04,2.79,1.99
1.27,1676.4,2.08,2.0
0.58,700.52,2.3,1.0
1.27,912.88,1.9,1.98
1.3,858.0,2.2,1.0
0.88,775.1,2.58,1.01
0.8,792.0,3.41,1.0
1.06,1281.43,2.71,1.0
1.2,1294.92,2.78,1.99
1.67,1955.4,3.51,3.01
1.34,1448.41,2.2,2.01
1.36,1471.25,1.81,2.02
1.35,1636.47,3.71,1.02
0.99,713.39,2.28,2.01
1.98,2314.82,2.68,2.99
1.03,1356.2,2.69,1.97
0.93,613.24,1.99,1.0
1.36,1468.8,3.31,2.0
1.66,1294.8,2.71,3.0
1.02,1102.52,2.29,2.01
1.66,2371.97,3.48,2.99
1.76,1826.18,2.69,2.97
1.71,1779.77,3.5,3.01
0.59,519.2,2.7,1.0
1.8,2107.62,3.5,3.01
1.02,1346.4,2.39,2.0
1.12,741.22,3.11,1.03
0.58,700.52,3.41,1.0
1.48,1424.35,2.6,2.03
1.75,2047.5,3.51,3.0
1.98,2827.04,2.69,2.98
1.36,1348.85,2.91,1.02
1.07,1413.58,1.51,2.01
1.77,2531.1,3.48,3.0
0.53,465.98,3.28,1.0
0.75,907.5,3.49,1.0
1.7,1324.98,3.5,2.99
1.02,734.4,2.4,2.0
1.37,1806.89,1.81,1.99
1.94,2020.7,2.7,3.02
1.18,1558.9,2.31,2.01
1.29,1394.36,1.9,2.01
1.99,2845.7,3.51,3.0
1.31,943.2,1.89,2.0
1.06,1399.2,1.68,2.0
1.46,1400.43,2.89,1.99
0.72,633.6,1.5,1.0
1.03,740.98,2.4,1.99
1.83,2139.45,3.52,2.99
1.15,759.69,2.1,1.01
1.97,2042.5,3.5,2.96
1.15,1014.76,3.51,1.03
1.19,1569.49,1.99,1.99
1.42,1021.55,2.11,1.99
1.78,1852.62,2.71,3.01
1.22,1316.5,2.3,1.99
1.7,1766.64,3.51,2.99
1.41,1354.73,2.5,2.01
0.84,830.84,2.19,1.0
1.17,1125.07,2.1,2.02
1.46,1769.81,3.27,1.02
1.08,1307.99,1.89,1.01
1.0,1320.0,2.29,2.0
1.7,1326.0,3.5,3.0
1.34,1285.33,2.9,1.99
0.64,631.87,2.8,1.0
1.43,1546.97,2.49,2.02
0.66,652.21,2.1,1.0
0.64,563.71,2.7,1.01
1.75,1363.95,3.51,2.99
1.07,942.46,1.87,1.01
1.25,1200.0,1.8,2.0
1.34,966.41,2.09,2.02
1.86,2176.2,3.51,3.0
1.59,1861.73,2.71,3.01
0.7,461.58,2.59,1.0
1.27,1118.62,3.7,1.01
1.26,1525.99,2.62,1.01
1.17,1415.7,2.89,1.0
1.78,1387.33,3.49,2.99
1.11,1065.6,1.71,2.0
1.98,1544.4,3.5,3.0
1.3,1717.43,2.1,2.01
1.35,1298.16,2.3,2.02
1.13,813.6,3.1,2.0
1.1,1185.03,2.5,1.97
1.04,915.2,2.47,1.0
1.07,1060.26,2.02,1.01
1.27,1258.44,1.78,1.01
1.1,1055.12,2.39,1.99
1.44,1037.66,1.6,2.01
1.56,2232.52,3.51,3.01
1.03,1361.87,2.6,2.02
1.31,1257.6,3.01,2.0
1.85,1443.0,2.71,3.0
1.33,957.6,1.82,2.0
0.68,599.49,2.31,1.02
1.07,1413.58,2.1,2.01
1.3,1245.92,3.1,1.98
0.69,834.14,1.9,1.0
1.31,1153.85,2.2,1.01
1.21,1312.24,3.09,2.05
0.79,780.68,3.21,1.0
1.25,1200.0,2.56,2.0
1.39,1502.45,3.32,2.01
1.1,1056.88,2.21,2.01
0.9,891.0,2.4,1.0
1.05,1386.0,1.8,2.0
1.03,1113.33,2.28,2.01
1.77,2064.53,2.69,2.96
1.88,1466.4,2.69,3.0
2.0,2341.8,3.49,3.01
1.47,1943.63,2.4,2.02
1.05,756.63,2.39,2.01
1.38,1362.47,3.39,1.0
1.02,733.18,1.5,1.98
1.66,1727.73,3.5,3.01
1.12,807.07,3.1,2.01
0.73,721.39,1.5,1.0
1.23,1085.35,2.7,1.03
1.31,864.6,2.41,1.0
1.57,1634.06,3.51,3.01
1.39,1831.74,2.01,1.98
1.18,1429.1,2.91,1.01
1.3,1246.96,2.1,1.99
1.06,1019.3,2.89,2.02
1.44,1266.05,1.9,1.0
1.06,931.95,1.48,1.0
1.39,1003.3,1.52,2.03
0.76,919.6,3.01,1.0
1.01,1092.62,3.43,2.02
0.67,812.17,2.6,1.02
1.37,1357.53,3.4,1.01
1.15,1104.92,1.51,2.01
0.58,509.94,2.29,1.0
0.73,723.36,3.61,1.01
1.01,726.59,2.71,1.99
1.03,986.33,2.59,1.97
1.36,1307.78,3.12,2.02
0.83,729.74,2.59,1.0
1.25,1199.0,2.8,1.99
0.52,628.63,2.91,1.0
1.35,972.81,2.2,2.01
1.38,1820.08,2.48,1.99
1.95,2026.44,2.72,2.99
1.9,1976.0,2.71,3.0
0.5,440.0,2.28,1.0
1.32,1738.04,2.29,1.97
0.89,1077.88,2.59,1.01
1.35,1780.52,2.08,1.99
1.2,1188.0,1.6,1.0
0.58,510.4,2.58,1.0
0.53,349.16,2.41,1.0
1.45,1435.5,2.19,1.0
1.32,1268.26,2.09,2.01
1.23,1083.38,2.4,1.01
1.39,1834.8,2.58,2.0
1.46,1445.4,2.31,1.0
1.85,1443.0,3.47,3.0
1.29,851.4,2.31,1.0
1.19,856.8,2.91,2.0
1.13,1118.7,3.49,1.0
1.12,1210.61,2.49,2.01
1.2,1056.0,2.49,1.0
1.23,1491.01,2.41,1.02
0.5,330.0,2.51,1.0
1.75,1817.2,3.5,2.98
0.78,773.6,2.9,1.02
1.13,1116.67,2.1,1.0
1.35,1297.08,3.7,2.01
0.89,785.34,1.92,1.03
1.44,1037.66,1.67,2.01
1.81,2586.31,3.52,2.99
1.49,983.4,2.69,1.0
1.41,929.75,2.72,1.0
1.05,923.16,2.4,1.0
1.68,1311.41,3.5,3.01
1.75,2504.42,2.7,3.01
1.86,1934.4,2.71,3.0
1.45,1568.61,2.9,2.02
1.22,1171.2,3.1,2.0
0.78,946.37,2.1,1.03
1.18,779.51,2.11,1.01
1.08,1165.43,3.39,1.99
1.31,1582.22,2.89,1.0
1.3,1246.96,1.59,1.99
0.66,653.99,3.2,1.01
1.17,773.6,2.51,1.02
1.9,1484.28,3.49,3.02
1.42,1407.08,3.1,1.01
0.68,449.21,1.9,1.01
1.55,1207.14,3.51,2.98
0.85,559.98,2.28,1.0
1.58,1230.5,2.69,2.98
1.13,813.6,2.0,2.0
1.46,1576.8,2.88,2.0
1.32,1266.14,1.81,1.99
0.6,396.0,2.07,1.0
1.34,1286.4,3.72,2.0
0.66,799.33,3.2,1.01
1.57,1225.54,3.5,3.01
1.97,2812.77,2.7,2.98
1.48,1955.23,1.5,2.01
1.39,1332.18,3.1,1.98
1.47,1586.28,2.68,1.99
1.11,1099.9,2.2,1.01
1.12,739.87,3.6,1.01
1.89,1964.09,2.7,2.99
0.65,788.64,2.61,1.03
1.02,1345.28,3.41,1.99
1.22,805.2,2.4,1.0
1.17,843.1,2.4,2.01
0.84,738.53,2.9,1.0
0.63,415.8,2.8,1.0
1.31,1729.2,3.22,2.0
0.89,881.1,2.49,1.0
0.71,859.1,2.1,1.0
1.47,1587.6,2.6,2.0
1.12,807.74,3.0,2.02
1.47,1414.73,2.8,2.03
1.25,824.25,1.6,1.0
1.43,1890.75,2.52,2.02
1.07,1294.7,2.12,1.0
1.2,1587.96,2.6,2.03
1.13,1219.38,1.81,1.99
1.2,1183.68,2.41,1.0
1.22,806.66,2.19,1.02
1.25,1652.75,2.7,2.02
1.38,909.97,3.0,1.0
1.91,2733.4,3.5,3.01
0.57,565.33,3.4,1.02
1.49,1071.91,2.0,1.99
1.14,1004.11,2.39,1.01
1.41,929.75,1.6,1.0
1.16,1531.2,2.31,2.0
1.21,1306.8,2.61,2.0
1.08,1165.43,2.79,1.99
0.81,712.8,1.72,1.0
1.15,1246.14,3.08,2.04
1.23,1488.3,1.59,1.0
0.99,1200.08,1.89,1.02
1.37,1206.7,3.59,1.01
1.38,1490.4,2.48,2.0
0.74,651.2,2.7,1.0
0.76,500.69,3.49,1.0
1.18,1132.8,2.1,2.0
0.97,959.43,1.91,1.0
1.25,823.5,3.07,1.0
1.11,734.6,2.09,1.03
1.25,1199.0,3.2,1.99
1.66,1942.2,3.5,3.0
1.33,1169.34,2.51,1.0
1.87,2678.21,3.5,3.02
1.41,1354.73,2.41,2.01
0.85,561.0,3.61,1.0
1.73,1350.44,2.69,3.01
0.81,979.21,2.49,1.0
1.17,1544.4,2.01,2.0
1.14,1127.57,2.4,1.0
1.38,909.97,1.61,1.0
1.0,1078.2,2.81,1.98
1.68,2400.55,2.71,2.99
1.14,1234.28,3.39,2.03
1.32,951.98,3.31,2.02
0.84,830.84,3.61,1.0
1.87,2189.58,2.7,3.01
0.5,605.0,1.79,1.0
0.79,782.1,3.38,1.0
1.89,2700.62,3.5,2.99
0.57,377.23,2.41,1.03
0.7,461.16,2.6,1.0
1.6,1249.92,2.71,3.02
1.42,1722.89,2.41,1.03
1.01,967.98,1.69,1.98
1.33,957.6,2.3,2.0
1.52,1186.51,2.7,3.01
1.53,1194.32,2.71,3.01
1.41,1398.44,3.01,1.02
1.82,1420.69,3.5,3.01
1.8,2572.02,2.69,2.99
1.42,1532.32,2.39,1.99
0.99,1067.42,2.2,1.98
1.05,1008.84,2.39,2.01
1.3,858.78,3.2,1.01
1.33,877.0,2.51,1.0
0.63,415.42,2.69,1.0
1.18,1038.4,2.39,1.0
1.16,1114.53,2.31,2.01
1.07,1060.26,2.6,1.01
1.04,748.18,1.69,1.99
1.1,1452.0,1.78,2.0
0.9,594.54,1.9,1.01
1.33,1436.4,2.33,2.0
1.43,1886.03,3.6,1.99
0.95,939.64,1.73,1.0
1.48,1462.54,2.91,1.0
1.03,1111.47,2.39,1.99
1.4,1692.46,2.7,1.0
1.16,1113.6,2.4,2.0
1.29,1238.4,3.5,2.0
1.57,1838.31,3.49,3.01
1.46,1444.09,2.2,1.0
1.03,741.6,3.41,2.0
1.11,1200.8,1.99,2.02
1.05,1383.69,2.4,1.98
0.57,502.06,2.0,1.01
1.0,1321.1,1.61,2.01
1.87,2186.22,2.69,2.99
0.8,792.72,1.69,1.01
1.28,1227.78,3.11,1.99
1.47,1412.38,3.4,2.01
0.74,896.21,3.5,1.01
0.97,640.78,1.9,1.01
1.09,720.05,2.88,1.01
0.72,475.63,3.5,1.01
0.74,733.93,3.52,1.02
0.73,641.23,3.6,1.0
1.76,1370.69,3.49,2.98
1.26,906.44,2.47,1.99
1.49,1965.16,2.62,1.99
1.7,1766.64,3.5,2.99
1.81,2586.31,3.49,2.99
1.29,1137.26,2.3,1.02
1.08,710.86,3.41,1.0
1.04,1125.07,2.49,2.02
1.86,2176.2,3.5,3.0
1.2,1582.68,2.4,1.99
1.02,1347.52,3.41,2.01
1.27,1219.2,1.91,2.0
0.88,774.4,3.49,1.0
1.42,1718.2,3.58,1.0
1.12,740.54,2.89,1.02
1.59,2271.95,3.5,2.99
1.83,1904.66,2.69,3.01
1.11,976.8,2.08,1.0
1.21,1307.89,2.32,2.01
0.51,617.1,1.79,1.0
1.5,1980.0,2.0,2.0
0.77,508.66,2.91,1.01
1.3,1246.96,3.31,1.99
1.4,924.0,1.99,1.0
1.42,1021.55,3.39,1.99
1.23,885.6,2.11,2.0
1.4,1008.84,3.69,2.01
1.62,1896.86,3.52,3.01
1.62,1686.1,3.5,3.01
1.21,1598.53,2.61,2.01
1.33,1610.76,1.81,1.01
1.09,718.09,1.71,1.0
0.5,604.45,2.31,1.0
1.6,1665.28,2.71,3.01
0.98,646.8,1.9,1.0
1.47,1943.63,1.71,2.02
1.15,1102.16,1.92,1.98
0.77,678.22,3.61,1.01
0.93,919.03,2.2,1.0
1.28,1688.19,2.3,1.99
0.83,823.19,2.3,1.02
1.17,1121.33,2.5,1.98
1.68,2402.4,2.68,3.0
1.99,1554.59,3.49,3.02
1.14,1380.65,3.59,1.01
1.57,1841.14,3.5,3.03
1.92,1498.75,2.71,3.01
1.74,2037.37,3.5,3.01
1.18,1274.4,2.5,2.0
1.08,1070.17,1.51,1.01
1.01,726.59,2.78,1.99
1.52,1775.66,3.5,2.98
0.84,830.84,1.7,1.0
1.49,1607.86,3.38,1.99
1.36,1642.61,3.18,1.0
1.28,1551.62,3.42,1.02
1.44,1035.07,2.08,1.98
1.42,1362.06,1.68,1.99
1.03,679.18,2.5,1.0
1.4,1690.92,3.02,1.0
1.85,2645.5,2.7,3.0
1.28,922.37,2.61,2.01
1.36,1466.35,2.1,1.98
0.91,901.72,2.89,1.01
1.41,1015.2,2.01,2.0
1.38,1211.09,2.1,1.0
1.3,1717.43,3.2,2.01
1.19,1286.27,1.99,2.01
1.19,1286.27,2.1,2.01
1.61,1254.83,3.5,2.99
1.14,1093.49,3.09,1.99
1.66,1293.8,3.52,2.99
1.51,1827.1,2.8,1.0
1.23,1079.45,2.71,1.0
1.38,1824.64,2.49,2.02
1.9,2219.58,3.51,2.98
1.16,1532.48,1.51,2.01
0.52,629.2,2.3,1.0
1.36,1644.1,2.2,1.0
0.77,761.61,3.4,1.0
1.14,819.43,1.71,1.98
1.78,1848.35,2.69,2.98
1.03,1017.85,2.88,1.0
1.46,1401.6,1.5,2.0
1.55,1610.76,3.51,2.99
1.02,1236.44,2.6,1.02
1.64,1708.22,2.7,3.02
1.42,938.9,2.5,1.02
1.26,1245.13,2.79,1.0
0.51,449.21,1.68,1.01
1.41,1520.26,3.5,1.98
1.59,1239.25,2.72,2.99
1.45,1274.84,3.21,1.0
1.06,1279.1,2.73,1.0
1.18,1276.52,2.5,2.02
1.51,1628.08,2.21,1.98
1.83,2137.81,3.49,2.98
1.41,1859.65,2.59,1.99
1.03,1113.33,2.61,2.01
1.46,1052.95,2.9,2.02
1.24,816.91,2.09,1.0
1.07,1411.22,3.41,1.99
1.23,1624.95,3.69,2.01
1.19,786.11,3.19,1.01
0.49,485.54,1.64,1.01
1.03,1108.69,2.01,1.96
1.14,1095.31,2.61,2.01
1.57,1836.9,2.71,3.0
1.56,2232.52,3.5,3.01
1.35,1458.0,2.59,2.0
1.4,1387.26,2.49,1.01
1.32,1427.98,3.3,2.02
1.28,1228.8,3.31,2.0
1.76,1831.81,3.48,3.01
1.29,1393.2,3.7,2.0
1.13,1118.7,2.22,1.0
1.45,1912.41,1.9,1.99
1.3,1716.0,3.21,2.0
1.1,966.24,3.1,1.0
1.39,997.46,2.02,1.96
1.15,1244.07,2.88,2.02
0.76,500.23,2.11,1.0
1.5,1080.9,2.21,2.01
1.05,1388.31,2.49,2.02
1.32,1423.22,3.3,1.98
0.91,1102.1,2.02,1.01
1.12,1109.81,3.6,1.01
1.74,1358.24,3.5,3.01
1.07,771.04,3.32,2.01
1.76,2059.2,3.5,3.0
1.13,1494.09,2.39,2.02
1.37,1205.6,2.22,1.0
0.97,641.36,1.91,1.02
1.08,777.6,1.9,2.0
1.07,1415.93,2.8,2.03
1.81,2119.33,3.5,3.01
1.97,2814.93,2.71,2.99
1.08,712.8,2.61,1.0
1.24,816.17,1.59,1.0
1.56,1215.86,3.5,2.99
1.04,1373.94,2.5,2.01
0.84,554.9,2.41,1.01
1.37,1317.39,2.6,2.02
1.43,1259.54,1.58,1.01
1.41,1862.75,2.6,2.01
1.17,843.1,2.48,2.01
1.34,1289.62,2.09,2.03
1.41,1861.2,2.9,2.0
1.03,1358.47,2.41,1.99
0.99,1069.2,1.51,2.0
1.14,820.8,2.2,2.0
0.81,981.88,1.71,1.02
1.41,1862.75,2.2,2.01
1.06,1141.94,2.39,1.97
1.35,1783.48,1.61,2.01
1.21,1464.1,2.19,1.0
1.24,817.66,2.52,1.0
1.13,1489.11,2.2,1.98
1.05,755.37,2.49,1.99
1.37,1809.91,2.18,2.01
0.84,740.54,2.4,1.02
0.74,895.4,2.5,1.0
1.02,1346.4,1.99,2.0
1.02,672.59,2.11,1.0
1.96,2038.4,3.49,3.0
1.45,1439.42,1.91,1.03
1.12,987.39,3.6,1.02
0.84,830.84,3.6,1.0
1.7,2434.74,3.51,3.02
1.37,1205.6,1.59,1.0
0.71,857.54,2.51,1.0
1.44,1745.57,1.9,1.02
0.81,712.8,3.4,1.0
1.04,1122.26,2.5,1.99
1.24,1636.8,3.69,2.0
0.5,495.45,1.72,1.01
1.82,2131.04,3.49,3.01
1.31,1585.1,2.89,1.0
1.36,1306.69,2.19,2.01
1.81,2119.33,2.71,3.01
1.17,1124.14,1.79,2.01
0.89,1076.9,3.5,1.0
1.33,1316.7,2.32,1.0
1.01,888.8,2.09,1.0
1.31,1732.08,3.12,2.02
1.97,2050.38,2.69,3.01
0.71,702.26,2.09,1.0
1.46,1052.95,2.4,2.02
1.42,1020.7,3.4,1.98
1.36,1795.2,2.32,2.0
1.35,1460.43,2.9,2.02
0.89,881.9,2.38,1.01
1.2,1152.0,3.49,2.0
0.97,1175.83,1.99,1.02
1.48,1064.71,1.68,1.99
1.25,1101.0,1.49,1.01
1.42,1872.84,1.6,1.99
1.32,949.61,3.39,1.99
1.3,935.22,3.5,1.99
0.89,1077.88,2.61,1.01
1.36,1650.09,2.19,1.03
1.18,1039.34,2.88,1.01
0.73,722.7,2.49,1.0
1.03,1019.7,2.21,1.0
1.36,1468.8,2.89,2.0
1.65,1717.32,3.51,3.01
0.79,693.3,2.89,1.0
1.61,1674.4,3.48,3.0
1.25,1651.38,1.99,2.01
1.76,1373.86,2.69,3.01
1.31,1726.32,1.6,1.98
0.76,755.14,3.51,1.04
1.31,1153.85,2.89,1.01
1.35,972.81,1.98,2.01
1.08,1309.18,2.01,1.02
1.28,1127.42,3.39,1.01
1.74,2035.8,2.68,3.0
1.29,1704.22,2.29,2.01
1.38,993.6,2.5,2.0
1.41,1865.85,3.69,2.03
1.26,907.2,3.69,2.0
0.67,664.51,2.61,1.02
0.75,494.1,3.51,1.0
1.28,844.03,3.29,1.0
0.52,627.48,3.19,1.0
1.07,1412.4,3.5,2.0
